ID,Provider Name,Provider Address,Provider City,Provider State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,USEFUL,FINDABLE,USABLE,TOTAL_SCORE,NOTES,Medicare,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicaid,Private Pay: Check
1438,Rolling Hills Developmental Center,200 Womack Drive,Starkville,MS,39759,Main,6623239183,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1439,Rose Drug Company,137 Commerce Street,West Point,MS,39773,Main,6624943341,,,(601) 981-3613,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1440,Rose Hill M.B. Church,607 1/2 Madison Street,Natchez,MS,39120-0000,Main,6014425060,,,,,,,,0,,0,,Jacqulyn. B. Williams,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
1441,Rose Hill Nutrition Site,31 County Road 5131,Rose Hill,MS,39356,Main,6017275121,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1442,"Rosewood Residence, LLC",2441 McCullough Boulevard,Belden ,MS,38826,Main,6622056608,,,(662) 844-5324,,,,,0,,0,mandy@guardianresidences.com,Mandy Easterling ,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1443,Royaltee In-Home Service*,48 County Road 359,Meridian,MS,39301,Main,6016044763,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1444,Royal Treatment Personal Care,1214 Pine Burr Road,Columbia,MS,39429,Main,6017319883,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1445,"Royal Treatment Personal Care, LLC",1214 Pine Burr Road,Columbia,MS,39429,Main,6017319883,Contact Person,6014662701,(866) 736-2449,,,,,0,,0,,Ricky McKenzie,Owner/Manager,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1446,Ruby's Homemaker Service,133 Ruby Taylor Road,Mendenhall,MS,39114,Main,6018470383,,, (601) 847-8094,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1447,Runnels Creek Adult Day Services,1134 East Broad Street,Monticello,MS,39654,Main,6015879226,,,,,,,,0,,0,runnelscreek@att.net,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
1448,Runnelstown Clinic,Post Office Box 1620,Richton,MS,39476,Main,6017886316,,,(662) 844-5323,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1449,Runnelstown Health Clinic,5034 Highway 29,Petal,MS,39465,Main,6015831553,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1450,Rush Family Practice/Lake*,2489 Highway 80,Lake,MS,39074,Main,6014692246,,,,www.rushhealthsystems.org,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1451,Rush Foundation Hospital*,1314 19th Avenue,Meridian,MS,39301,Main,6014830011,,,,www.rushhealthsystems.org,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1452,Rush Heart Institute*,1314 19th Avenue,Meridian,MS,39301,Main,6014830011,,,,www.rushhealthsystems.org,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1453,Rushing Drug Company,1519 West Quitman Street,Iuka,MS,38852,Main,6014233628,,,601.923.3925,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1454,Rush Medical Clinic/Lake*,1106 Central Drive,Lake,MS,39074,Main,6016500087,,,,www.rushhealthsystems.org,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1455,Rush Senior Care/Senior Mental Health Program ,1100 17th Avenue,Meridian,MS,39301,Main,6016500087,,,(601) 7745750,www.rushhealthsystems.org,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1456,Rush Senior Health of Philadelphia,140 Central Dr.,Philadelphia,MS,39350,Main,6016565622,,,,,,,,0,,1,,,,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1457,Ruth Barnett Adult Day Center,226 East Main Street,Senatobia,MS,38668,Main,8664315493,,,,http://www.ruthburnettadultdaycenter.com/,,,,0,link doesn't work,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1458,RX Express of Pascagoula,2952 Market Street,Pascagoula,MS,39567,Main,2287625664,,,(228) 762-5625,www.rxexpressofpascagoula.com,,,,0,link doesn't work,1,,Regina,Head Technician,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1459,Rx Hope,Post Office Box 5836,Somerset,NJ,8875,Main,8772670517,,,,www.rxhope.com,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1460,S.E. Lackey Critical Access Hospital*,330 North Broad Street,Forest,MS,39074,Main,6014694151,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1461,Saad's Hospice Care of Mississippi,"10598 D'lberville Boulevard, Suite B",D'Iberville,MS,39450,Main,2284328855,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0
1462,SAAD Home Health and Hospice,10598 D'Iberville Boulevard,D'Iberville,MS,39540,Main,2284328855,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1463,SAAD Medical Equipment/D'Iberville,10598 D'Iberville Boulevard,D'Iberville,MS,39540,Main,2284328855,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1464,Sacred Heart Southern Missions - Holly Springs Office - Emergency Food,295 Francisco Ave,HOLLY SPRINGS,MS,38635,Main,6622521336,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1465,Sacred Heart southern Missions Housing Corporation *,9260 McLeMore Drive,Walls,MS,38680,Main,6627811360,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1466,Safe and Sound Home Care,211 Court Street,Tupelo,MS,38801,Main,8552341221,,,,www.safeandsoundhomecare.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1467,Safe and Sound Home Care,Post Office Box 2136,Oxford ,MS,38655,Main,8552341221,,,,www.safeandsoundhomecare.com,7,7,7,21,,0,,Sharon Morris,Regional Manager,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1468,"SAFE HAVEN, INC",Mayhew,Columbus,MS,39704,Main,8552341221,,,662-329-1939 ,www.safehaven.com,,,,0,link doesn't work,0,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1469,Safelink Wireless,Post Office Box 220009,Milwaukie,OR,97269,Toll Free Hotline,8003781684,,,,www.safelinkwireless.com,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1470,Saint Luke United Methodist Church Food Bank,2653 Eason Boulevard,Tupelo,MS,38804,Main,6628426522,,,,cliff@stluketupelo.org,,,,0,link is email?,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1471,Salvation Army  - Tupelo*,527 Carnation Street,Tupelo,MS,38801,Main,6628429222,,,, http://salvationarmyalm.org/tupelo,4,4,4,12,,0,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1472,Salvation Army Thrift Store/Meridian*,2306 North Frontage Road,Meridian,MS,39301,Main,6014811427,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
1473,Sam's Club/Tupelo,3833 North Gloster Street,Tupelo,MS,38804,Main,6628406459,Other,6628407601,,www.samsclub.com,3,6,5,14,"offers some health services, but sam's requires a membership",1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1474,Sam's Club Gulfport,10431 Old Highway 49,Gulfport,MS,39503,Main,2288324441,Other,2288324848,,www.samsclub.com,3,6,5,14,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1475,Sam's Club Southaven,465 Goodman Road,Southaven,MS,38671,Main,2283490723,Other,6623493740,,www.samsclub.com,3,6,5,14,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1476,Sam's Pharmacy #10- 8236*,10431 Old Highway 49,Gulfport,MS,39503,Main,2288324848,,,,,,,,0,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1477,Samaritan Garden Personal Care Home,2603 South Gloster Street,Tupelo ,MS,38801,Main,6625669974,,,(662) 566-9921,,,,,0,,0,,,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1478,Samaritan House,642 Jackson Avenue,Ocean Springs,MS,39564,Main,2283881013,Other,2288751087,(228) 435-1649,www.sunstatesmgmt.com/samaritan-house/,7,6,7,20,,0,samaritanhouse@sunstatesmgmt.com,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1479,Sams Pharmacy,3833 North Gloster Street,Tupelo,MS,38804,Main,6628407601,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1480,Sanders Pharmacy,1427 South Main,Greenville,MS,38701,Main,6623323600,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1481,Saraland Manor Retirement Apartments*,8010 Highway 49,Gulfport,MS,39501,Main,2288637297,,,,,,,,0,,0,rtaylor@amitecountyms.gov,,,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1482,Sartin's Discount Drugs - Pharmacy*,"4300 15th Street, Suite 1",Gulfport,MS,39501,Main,2288643514,,,(228) 864-2402,www.sartins.biz,6,6,7,19,link doesn't work,0,sartnsdiscountdrugs@gmail.com,Michelle Fore,Marketeer,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1483,Sartin's Vital Care,4300 15th Street,Gulfport,MS,39501,Main,2288647056,,,,,6,6,7,19,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1484,Sartins Discount Drugs,"4300 15th Street, Suite 1",Gulfport,MS,39501,Main,2288643514,,,(228) 864-2402,www.sartins.biz,6,6,7,19,link doesn't work,1,sartinsdiscountdrugs@gmail.com,Michelle Fore,Marketeer,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1485,Sassafrus Hill Counseling Center,4824 Old Highway 11,Purvis,MS,39475,Main,6012649515,,,,,,,,0,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1486,Sav-Rex Pharmacy/Pascagoula*,641 Delimas,Pascagoula,MS,39567,Main,2287696362,,,(662) 869-7891,www.savrex.com/palace.htm,,,,0,link doesn't work,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1487,Sav-Rex Pharmacy/Vancleave*,11936 Highway 57,Vancleave,MS,39565,Main,2287621756,Other,2288264403,(662) 869-7891,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1488,Scott Regional Hospital*,317 Highway 13 South,Morton,MS,39117,Main,6017326301,,,,www.rushhealthsystems.org/scott/index.cfm,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1489,Scott Regional Hospital Senior Intensive Outpatient Program*,1080 Highway 35 South,Forest,MS,39117,Main,6014694990,,,,www.rushhealthsystems.org/scott,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1490,Seashore Personal Care,1450 Beach Boulevard,Biloxi ,MS,39530,Main,2284353860,,,,,,,,0,,0,,,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1491,Seasons Senior Behavioral Health Center,15200 Community Road,Gulfport,MS,39503,Main,2285757115,Other,2285757118,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1492,Sebastopol Clinic,1488 Highway 487,Sebastopol,MS,39359,Main,6016257403,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1493,Select Specialty Hospital Gulf Coast,1520 Broad Avenue,Gulfport,MS,39501,Main,2285757500,Other,2285757508,,www.selectspecialtyhospitals.com ,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1494,Seminary Family Health Center,100 Highway 535 ,Seminary,MS,39479,Main,6017223208,Other,6017223304,(228) 207-4937,www.semrhi.com,5,6,7,18,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1495,Senior's Mobility,3988 Fidler Drive,San Antonio,TX,78023,Main,2106954184,,,,http://seniorsmobility.org,1,1,1,3,,0,maurice@seniorsmobility.org,Maurice,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
1496,Senior Care of Newton*,252 Northside Drive,Newton,MS,39345,Main,6016830152,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1
1497,Senior Care Services In Home Respite*,215 Peachtree Street,Union,MS,39365,Main,8008847022,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
1498,Senior Center Of South Pearl River County*,45 El Patch Parkway,Picayune,MS,39466,Main,6017989499,Other,6017989892,,,,,,0,,0,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
1499,Senior Circle*,5001 Hardy St.,Hattiesburg,MS,39402,Main,6012688192,Toll Free Hotline,8006228892,,,,,,0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1500,Senior Community Service Employment Program - Southern Mississippi Planning & Development District,9229 Highway 49,Gulfport,MS,39503,Main,2288682311,Toll Free Hotline,8004448014,(228) 868-2550,www.smpdd.com,5,6,7,18,"site doesn't go directly to service, but it's findable",0,jhale@smpdd.com,Jan Hale,SCSEP Program Manager,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1501,Seniors Harbor,150 Reynoir Street,Biloxi,MS,39530,Main,2284321571,,,(228) 207-4937,www.hma.com,,,,0,link doesn't work,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1502,Serenity House Adult Day Health Services ,511 North Church Street,Brookhaven,MS,39601,Main,6018334166,,,(601) 661-8606,,,,,0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
1503,Serenity Springs Personal Care Home,9405 Tucker Road,Biloxi,MS,39532,Main,2288723373,Toll Free Hotline,8669652891,,none,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1504,"Serving Communities, LLC",204 East Avenue South,Hollandale,MS,38748,Main,6628272765,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1505,Settlers Cove,13251 Highway 15,Biloxi ,MS,39532,Main,2283968828,,,,,,,,0,,0,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1506,Shady Oaks Personal Care Home,515 Moeller Road,Picayune,MS,39466,Main,6017980207,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1507,Shanell’s Assisted Living,4022 California Avenue,Jackson ,MS,39213,Main,6013624549,,,(601) 713-3513,,,,,0,,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1508,Shearwater Dental,Promenade Shopping Center,D'Iberville,MS,39540,Main,2283921960,,,,www.shearwaterdental.com,4,7,7,18,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1509,"Shelton's Adult Day Care Center, LLC",741 West Percy Street,Greenville,MS,38701,Main,6623327862,,,,,,,,0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1510,"Sherrill Backstrom, Physical Therapist",316 Main Street,Leaksville,MS,39451,Main,6013944545,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1511,Shirley's Personal Care Home,1000 B.B. King Road,Indianola  ,MS,38751,Main,6628873000,,,(662) 887-3055,,,,,0,,0,shirleymonroe98@hotmail.com,Shirley Monroe ,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1512,Shubuta Nutrition Site*,183 East Church Street,Shubuta,MS,39360,,,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1513,"Silver Lining Adult Day Care, LLC*",1306 Highway 35 North ,Carthage,MS,39051,Main,6012980950,,,,,,,,0,,0,silverlining01@att.net,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1514,Sim's Law Office*,424 Highway 18,Bay Springs,MS,39422,Main,6017644497,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
1515,Singing Pines,101 B Industrial,Lucedale,MS,39452,Main,2287691511,Other,6019474855,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1516,Singing River Hospital,2809 Denny Avenue,Pascagoula,MS,39581,Main,2287691511,Other,6019474855,,www.mysrhs.com,,,,0,link doesn't work,1,,,,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1517,Singing River Industries,2900 North Dolphin Drive,Gautier,MS,39553,Main,2284979468,Other,2284979471,,www.singingriverservices.org,,,,0,link doesn't work,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1518,Singing River Industries,2900 North Dolphin Drive,Gautier,MS,39553,Main,2284979468,,,,http://www.singingriverservices.com/index.php/locations/jackson-county,,,,0,link doesn't work,0,,,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1519,Singing River Services,3407 Shamrock Court,Gautier,MS,39553,Main,2284970690,,,,,,,,0,,0,,,,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1520,Singing River Services,3407 Shamrock Court,Gautier,MS,39553,Main,2284970690,,,,http://www.singingriverservices.com/index.php/locations/jackson-county,,,,0,link doesn't work,0,,,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1521,SKY IS THE LIMIT COUNSELING,118 South McCrary Road,Columbus,MS,39702,Main,6623529484,,,,,4,6,6,16,,0,,Kimberly Mullin,Counselor,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1522,SLA Jones Activity Center ,500 Indiana Avenue,Clarksdale,MS,38614,Main,6626272720,Toll Free Hotline,8668268384,,,,,,0,,0,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1523,Smith Drug and Home Medical Incorporated,100 South Second Street,Booneville,MS,38829,Main,6627285322,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1524,Smith Manor,15255 Highway 613,Lucedale,MS,39452,Main,6015084581,Other,6019477796,,none,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1525,Song Health & Rehab of Columbia,1506 North Main Street,Columbia,MS,39429,Main,6017369557,Other,6015209031,,www.covenantdove.com,,,,0,link no good,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
1526,Son Valley ICF Residential,461 Goodloe Road,Canton,MS,39046,Contact Person,6018563200,Main,6018563200,(601) 859-2105,http://sonvalley.net/,5,7,7,19,,0,shs@sonvalley.net,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1527,South Central Ellisville Health Clinic,103 Avenue B,Ellisville,MS,39437,Main,6014778553,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
1528,South Central Ellisville Medical Health Clinic,103 Avenue B,Ellisville,MS,39437,Main,6014778553,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
1529,South Central Emergency Medical Services,1220 Jefferson Street,Laurel,MS,39440,Main,6013990861,,,,www.scrmc.com,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1530,South Central Regional Medical Center,1220 Jefferson Street,Laurel,MS,39440,Main,6014264704,Other,6014264000,(601) 960-7426,www.scrmc.com,6,6,7,19,,1,,,,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1531,South Central Regional Sleep Lab,1105 Adams Street,Laurel,MS,39440,Main,6014264900,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1532,South Delta PDD Medicaid Waiver Program,124 South Broadway,Greenville,MS,38702,Main,6623783831,,,(662) 378-3824,southdeltapdd.com,,,,0,,0,tmalone@sdpdd.com,Tracy Malone,Medicaid Waiver Supervisor,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1533,South Delta Planning and Development District,124 South Broadway Street,Greenville,MS,38701,Main,6623783831,,,(601) 960-7426,http://www.southdeltapdd.com/,,,,0,,0,,,,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
1534,Southeast Home Health Agency,503 McInnis Avenue,Leakesville,MS,39451,Main,6623783831,,,(662) 378-3834,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1535,Southern Caregivers*,328 Hwy 12 West ,Starkville ,MS,39759,Main,6623242405,,,(662) 324-2408,,,,,0,,0,,,,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1536,Southern Care Hospice - Hattiesburg,"4700 Hardy Street, Suite Y",Hattiesburg,MS,39402,Main,6015799493,Toll Free Hotline,8777541491,,www.southerncareinc.com,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1537, Southern Care Hospice Services*,408 Council Circle Suite B,Tupelo,MS,38803,Main,6628410085,Contact Person,6622311648,(662) 841-0721,www.southerncareinc.com,7,7,7,21,,0,gail.wood@southerncareinc.com,Gail Wood,Community Relations Director,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1538,Southern Community Adult Day Care,1011 Iberville Drive,Ocean Springs,MS,39564,Main,2288755123,,,,,,,,0,,0,,,x,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1539,Southern Drugs,1202 Main Street,Columbus,MS,39701,Main,6623280833,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1540,Southern Family Urgent Care,1212 East Pass Road,Gulfport,MS,39503,Main,2288967108,,,,www.southernfamilyurgentcare.com,5,7,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1541,"Southern Healthcare Agency, Inc.",301 New Pointe,Ridgeland,MS,39157,Main,6019330037,Toll Free Hotline,8008802772,(601) 932-8468,www.southernhealthcare.com,6,7,7,20,,0,webmaster@southernhealthcare.com,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
1542,Southern Home Care Agency*,4301 Hickory Lane,Meridian,MS,39305,Main,6012825051,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1543,Southern Living Specialty Care Center,1505 Azalea Drive,Waynesboro,MS,39367,Main,6017350120,,,(662) 378-3834,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1544,Southern Mississippi PDD Medicaid Waiver Program,9229 Highway 49,Gulfport,MS,39503,Main,6017350120,,,(228) 868-7094,www.smpdd.com,,,,0,,0,sleggett@smpdd.com,Shirley Leggett,Medicaid Waiver Program Manager,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1545,Southern Mississippi Planning and Development District,9229 Hwy 49,Gulfport ,MS,39503,Main,2288682311,,,(228) 868-2550,www.smpdd.com,,,,0,,0,lbentz@smpdd.com,Leonard Bentz,Executive Director,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1546,Southern Mississippi Planning and Development District,700 Hardy Street,Hattiesburg,MS,39401,Other,6015452137,Other,2288682311,(601) 545-2164,www.smpdd.com,,,,0,,0,info@smpdd.com,,,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1547,"Southern Patient Care, Incorporated",1523 Cliff Gookin,Tupelo,MS,38801,Main,6626804343,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1548,Southern Pharmaceutical Corporation,2002 Highway 45 North,Columbus,MS,39705,Main,8663663394,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1549,Southern Pharmaceutical Corporation,303 Highway 30 West,New Albany,MS,38652,Main,8002557502,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1550,Southern Pharmaceutical Corporation*,120 Canal Place,Philadelphia,MS,39350,Main,6016509699,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1551,Southern Pines Personal Care Home,340 Sycamore Road,Carriere,MS,39426,Main,6017989969,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1552,Southern Pulmonary Care Service,316 A Coffee Street,Pontotoc,MS,38863,Main,6624893116,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1553,Southern Touch Homemaker & Comfort Agency,501 A Lumberton Road,Columbia,MS,39429,Main,6014412258,,,(601) 736-9980,www.southerntouchhomemakercomfortagency.com,,,,0,link doesn't work,0,,Tamala Stubbs,Director,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
